candidatesWithNoInfo(Sad!)
10, Very sad!
25, Very sad!
26, Very sad!
28, Very sad!
46, Very sad!
48, Very sad!
66, Very sad!
176, Very sad!
252, Very sad!
369, Very sad!
508, Very sad!
565, Very sad!
606, Very sad!
637, Very sad!
669, Very sad!
684, Very sad!
687, Very sad!
711, Very sad!
778, Very sad!
827, Very sad!
835, Very sad!
857, Very sad!
921, Very sad!
962, Very sad!
978, Very sad!
1025, Very sad!
1040, Very sad!
1050, Very sad!
1063, Very sad!
1065, Very sad!
1076, Very sad!
1165, Very sad!
1194, Very sad!
1198, Very sad!
1209, Very sad!
1226, Very sad!
1303, Very sad!
1307, Very sad!
1447, Very sad!
1464, Very sad!
1495, Very sad!
1505, Very sad!
1594, Very sad!
1616, Very sad!
1724, Very sad!
1731, Very sad!
1740, Very sad!
1752, Very sad!
1759, Very sad!
1793, Very sad!
1939, Very sad!
1975, Very sad!
1998, Very sad!
2019, Very sad!
2044, Very sad!
2086, Very sad!
2108, Very sad!
2124, Very sad!
2131, Very sad!
2150, Very sad!
2151, Very sad!
2152, Very sad!
2153, Very sad!
2195, Very sad!
2203, Very sad!
2206, Very sad!
2227, Very sad!
2272, Very sad!
2337, Very sad!
2408, Very sad!
2422, Very sad!
2475, Very sad!
2512, Very sad!
2546, Very sad!
2559, Very sad!
2568, Very sad!
2577, Very sad!
2614, Very sad!
2638, Very sad!
2735, Very sad!
2747, Very sad!
2815, Very sad!
2845, Very sad!
3046, Very sad!
3065, Very sad!
3084, Very sad!
3146, Very sad!
3572, Very sad!
3633, Very sad!
3692, Very sad!
3702, Very sad!
4228, Very sad!
4409, Very sad!
4576, Very sad!
4965, Very sad!
5017, Very sad!
5227, Very sad!
5263, Very sad!
5461, Very sad!
5965, Very sad!
6983, Very sad!
7024, Very sad!
7045, Very sad!
7096, Very sad!
7145, Very sad!
7352, Very sad!
7476, Very sad!
7503, Very sad!
7556, Very sad!
7623, Very sad!
7836, Very sad!
7862, Very sad!
7912, Very sad!
7996, Very sad!
8041, Very sad!
8104, Very sad!
8152, Very sad!
8414, Very sad!
8460, Very sad!
9045, Very sad!
9504, Very sad!
9667, Very sad!
9724, Very sad!
9925, Very sad!
10002, Very sad!
10470, Very sad!
10576, Very sad!
10789, Very sad!
11583, Very sad!
11838, Very sad!
11917, Very sad!
11923, Very sad!
11954, Very sad!
11971, Very sad!
12055, Very sad!
12253, Very sad!
12501, Very sad!
12969, Very sad!
14089, Very sad!
14091, Very sad!
14300, Very sad!
14306, Very sad!
14309, Very sad!
14313, Very sad!
14355, Very sad!
14386, Very sad!
14392, Very sad!
14757, Very sad!
14886, Very sad!
15085, Very sad!
15087, Very sad!
15105, Very sad!
15152, Very sad!
15157, Very sad!
15158, Very sad!
15233, Very sad!
15244, Very sad!
15247, Very sad!
15274, Very sad!
15311, Very sad!
15344, Very sad!
15352, Very sad!
15426, Very sad!
15455, Very sad!
15478, Very sad!
15481, Very sad!
15497, Very sad!
15499, Very sad!
15506, Very sad!
15528, Very sad!
15568, Very sad!
15577, Very sad!
15580, Very sad!
15581, Very sad!
15587, Very sad!
15615, Very sad!
15617, Very sad!
15622, Very sad!
15625, Very sad!
15647, Very sad!
15679, Very sad!
15713, Very sad!
15719, Very sad!
15946, Very sad!
16146, Very sad!
16200, Very sad!
16250, Very sad!
16357, Very sad!
16406, Very sad!
16407, Very sad!
16408, Very sad!
16409, Very sad!
16410, Very sad!
16411, Very sad!
16412, Very sad!
16413, Very sad!
16414, Very sad!
16415, Very sad!
16416, Very sad!
16419, Very sad!
16421, Very sad!
16422, Very sad!
16423, Very sad!
16424, Very sad!
16425, Very sad!
16426, Very sad!
16427, Very sad!
16428, Very sad!
16429, Very sad!
16430, Very sad!
16431, Very sad!
16432, Very sad!
16433, Very sad!
16434, Very sad!
16435, Very sad!
16436, Very sad!
16437, Very sad!
16438, Very sad!
16439, Very sad!
16440, Very sad!
16441, Very sad!
16442, Very sad!
16443, Very sad!
16444, Very sad!
16445, Very sad!
16447, Very sad!
16448, Very sad!
16449, Very sad!
16450, Very sad!
16451, Very sad!
16452, Very sad!
16453, Very sad!
16462, Very sad!
16571, Very sad!
16638, Very sad!
16681, Very sad!
16683, Very sad!
16823, Very sad!
17055, Very sad!
17061, Very sad!
17087, Very sad!
17231, Very sad!
17253, Very sad!
17321, Very sad!
17374, Very sad!
17376, Very sad!
17602, Very sad!
17931, Very sad!
17969, Ve
